event_id,createdAt,createdBy,request_request,status
7,2025-06-14T13:26:46,Ana Lima,4559619124,COMPLETED
8,2025-06-14T09:57:46,Carla Mendes,4559619124,COMPLETED
9,2025-06-14T12:08:46,Amanda Freitas,4559619124,COMPLETED
10,2025-06-14T16:27:46,Paulo Henrique,4559619124,COMPLETED
11,2025-06-14T12:49:46,Amanda Freitas,4559619124,COMPLETED
1,2025-12-12T20:22:20,Kelly Santos,4510368720,COMPLETED
2,2025-12-12T20:48:20,Marcos Oliveira,4510368720,COMPLETED
3,2025-12-12T21:28:20,Sofia Martins,4510368720,NOT_COMPLETED
1,2025-11-28T08:48:42,Marcos Oliveira,4587125553,NOT_COMPLETED
1,2025-04-10T11:35:28,Marcos Oliveira,4535832975,COMPLETED
2,2025-04-10T10:52:28,Amanda Freitas,4535832975,COMPLETED
3,2025-04-10T13:20:28,Kelly Santos,4535832975,COMPLETED
4,2025-04-10T11:02:28,Carla Mendes,4535832975,NOT_COMPLETED
1,2025-04-01T13:37:48,Tiago Nunes,4567877791,COMPLETED
2,2025-04-01T14:11:48,Paulo Henrique,4567877791,COMPLETED
3,2025-04-01T16:33:48,Gabriel Rocha,4567877791,COMPLETED
4,2025-04-01T18:07:48,Fábio Fernandes,4567877791,COMPLETED
5,2025-04-01T16:22:48,Carla Mendes,4567877791,COMPLETED
6,2025-04-01T20:51:48,Bruna Costa,4567877791,COMPLETED
7,2025-04-01T14:12:48,Daniel Souza,4567877791,COMPLETED
8,2025-04-01T19:39:48,Daniel Souza,4567877791,COMPLETED
9,2025-04-01T14:15:48,Tiago Nunes,4567877791,COMPLETED
10,2025-04-01T23:17:48,Marcos Oliveira,4567877791,COMPLETED
11,2025-04-02T04:24:48,Fábio Fernandes,4567877791,NOT_COMPLETED
1,2025-08-01T23:54:22,Gabriel Rocha,4556107850,COMPLETED
2,2025-08-02T00:36:22,Julia Ribeiro,4556107850,COMPLETED
3,2025-08-01T23:50:22,Daniel Souza,4556107850,COMPLETED
4,2025-08-02T01:04:22,Gabriel Rocha,4556107850,COMPLETED
5,2025-08-02T04:15:22,Ana Lima,4556107850,COMPLETED
6,2025-08-02T06:32:22,Fábio Fernandes,4556107850,COMPLETED
7,2025-08-02T04:07:22,Kelly Santos,4556107850,COMPLETED
8,2025-08-02T08:24:22,Rafael Duarte,4556107850,COMPLETED
9,2025-08-02T02:56:22,Rafael Duarte,4556107850,COMPLETED
10,2025-08-02T10:20:22,Fábio Fernandes,4556107850,NOT_COMPLETED
1,2025-09-04T06:03:36,Paulo Henrique,4597102178,COMPLETED
2,2025-09-04T05:05:36,Julia Ribeiro,4597102178,COMPLETED
3,2025-09-04T05:21:36,Amanda Freitas,4597102178,COMPLETED
4,2025-09-04T06:57:36,Ana Lima,4597102178,COMPLETED
5,2025-09-04T07:28:36,Paulo Henrique,4597102178,COMPLETED
6,2025-09-04T12:15:36,Bruna Costa,4597102178,NOT_COMPLETED
1,2025-03-26T05:08:41,Bruna Costa,4534586233,COMPLETED
2,2025-03-26T04:38:41,Marcos Oliveira,4534586233,COMPLETED
3,2025-03-26T06:38:41,Amanda Freitas,4534586233,COMPLETED
4,2025-03-26T06:34:41,Amanda Freitas,4534586233,COMPLETED
5,2025-03-26T10:39:41,Caio Gonçalves,4534586233,COMPLETED
6,2025-03-26T05:44:41,Daniel Souza,4534586233,COMPLETED
7,2025-03-26T10:04:41,Caio Gonçalves,4534586233,NOT_COMPLETED
1,2025-02-06T21:44:59,Ana Lima,4503866572,COMPLETED
2,2025-02-06T21:45:59,Tiago Nunes,4503866572,COMPLETED
3,2025-02-06T21:28:59,Kelly Santos,4503866572,COMPLETED
4,2025-02-06T21:01:59,Paulo Henrique,4503866572,COMPLETED
5,2025-02-07T01:47:59,Caio Gonçalves,4503866572,COMPLETED
6,2025-02-06T23:19:59,Fábio Fernandes,4503866572,COMPLETED
7,2025-02-06T22:50:59,Marcos Oliveira,4503866572,COMPLETED
8,2025-02-07T06:45:59,Daniel Souza,4503866572,NOT_COMPLETED
1,2025-02-19T03:11:31,Marcos Oliveira,4576879683,NOT_COMPLETED
1,2025-07-01T03:43:51,Amanda Freitas,4538763654,COMPLETED
2,2025-07-01T06:00:51,Ana Lima,4538763654,NOT_COMPLETED
1,2025-08-22T03:03:02,Rafael Duarte,4532579689,COMPLETED
2,2025-08-22T05:23:02,Julia Ribeiro,4532579689,COMPLETED
3,2025-08-22T04:16:02,Bruna Costa,4532579689,COMPLETED
4,2025-08-22T04:25:02,Carla Mendes,4532579689,COMPLETED
5,2025-08-22T03:50:02,Paulo Henrique,4532579689,COMPLETED
6,2025-08-22T04:07:02,Paulo Henrique,4532579689,NOT_COMPLETED
1,2025-12-19T21:55:15,Julia Ribeiro,4547444792,COMPLETED
2,2025-12-19T22:51:15,Kelly Santos,4547444792,COMPLETED
3,2025-12-19T21:43:15,Marcos Oliveira,4547444792,NOT_COMPLETED
1,2025-06-01T05:56:55,Ana Lima,4586805723,COMPLETED
2,2025-06-01T06:59:55,Julia Ribeiro,4586805723,COMPLETED
3,2025-06-01T09:00:55,Julia Ribeiro,4586805723,COMPLETED
4,2025-06-01T09:55:55,Fábio Fernandes,4586805723,COMPLETED
5,2025-06-01T09:01:55,Rafael Duarte,4586805723,COMPLETED
6,2025-06-01T09:09:55,Paulo Henrique,4586805723,COMPLETED
7,2025-06-01T08:04:55,Rafael Duarte,4586805723,NOT_COMPLETED
1,2025-01-20T15:31:19,Marcos Oliveira,4519858998,COMPLETED
2,2025-01-20T16:53:19,Tiago Nunes,4519858998,COMPLETED
3,2025-01-20T17:25:19,Tiago Nunes,4519858998,COMPLETED
4,2025-01-20T18:07:19,Ana Lima,4519858998,COMPLETED
5,2025-01-20T18:44:19,Carla Mendes,4519858998,COMPLETED
6,2025-01-20T21:49:19,Caio Gonçalves,4519858998,COMPLETED
7,2025-01-20T23:15:19,Tiago Nunes,4519858998,COMPLETED
8,2025-01-20T22:15:19,Kelly Santos,4519858998,COMPLETED
9,2025-01-21T03:46:19,Fábio Fernandes,4519858998,COMPLETED
10,2025-01-21T01:49:19,Caio Gonçalves,4519858998,COMPLETED
11,2025-01-20T18:59:19,Amanda Freitas,4519858998,NOT_COMPLETED
1,2025-01-08T08:18:01,Kelly Santos,4524281214,NOT_COMPLETED
1,2025-05-02T09:08:09,Carla Mendes,4507740739,COMPLETED
2,2025-05-02T09:43:09,Bruna Costa,4507740739,COMPLETED
3,2025-05-02T10:42:09,Amanda Freitas,4507740739,COMPLETED
4,2025-05-02T09:03:09,Tiago Nunes,4507740739,COMPLETED
5,2025-05-02T12:14:09,Paulo Henrique,4507740739,COMPLETED
6,2025-05-02T09:33:09,Paulo Henrique,4507740739,COMPLETED
7,2025-05-02T13:54:09,Sofia Martins,4507740739,COMPLETED
8,2025-05-02T16:47:09,Fábio Fernandes,4507740739,NOT_COMPLETED
1,2025-10-08T22:00:43,Marcos Oliveira,4586717397,COMPLETED
2,2025-10-08T22:48:43,Amanda Freitas,4586717397,COMPLETED
3,2025-10-08T23:10:43,Rafael Duarte,4586717397,COMPLETED
4,2025-10-09T01:52:43,Paulo Henrique,4586717397,COMPLETED
5,2025-10-08T23:03:43,Amanda Freitas,4586717397,COMPLETED
6,2025-10-08T22:40:43,Fábio Fernandes,4586717397,COMPLETED
7,2025-10-08T22:03:43,Bruna Costa,4586717397,COMPLETED
8,2025-10-09T01:12:43,Carla Mendes,4586717397,NOT_COMPLETED
1,2025-03-25T00:48:32,Carla Mendes,4544393653,COMPLETED
2,2025-03-25T03:18:32,Daniel Souza,4544393653,COMPLETED
3,2025-03-25T04:43:32,Sofia Martins,4544393653,COMPLETED
4,2025-03-25T01:58:32,Amanda Freitas,4544393653,COMPLETED
5,2025-03-25T02:57:32,Ana Lima,4544393653,COMPLETED
6,2025-03-25T01:22:32,Daniel Souza,4544393653,COMPLETED
7,2025-03-25T06:12:32,Daniel Souza,4544393653,COMPLETED
8,2025-03-25T07:34:32,Julia Ribeiro,4544393653,COMPLETED
9,2025-03-25T08:19:32,Ana Lima,4544393653,NOT_COMPLETED
1,2025-01-24T22:01:58,Bruna Costa,4563566266,COMPLETED
2,2025-01-24T20:58:58,Paulo Henrique,4563566266,COMPLETED
3,2025-01-24T23:17:58,Daniel Souza,4563566266,COMPLETED
4,2025-01-24T22:10:58,Marcos Oliveira,4563566266,COMPLETED
5,2025-01-24T21:48:58,Kelly Santos,4563566266,COMPLETED
6,2025-01-24T23:50:58,Daniel Souza,4563566266,COMPLETED
7,2025-01-25T06:47:58,Fábio Fernandes,4563566266,COMPLETED
8,2025-01-25T04:38:58,Rafael Duarte,4563566266,NOT_COMPLETED
1,2025-08-13T13:55:26,Carla Mendes,4523778137,COMPLETED
2,2025-08-13T14:54:26,Daniel Souza,4523778137,COMPLETED
3,2025-08-13T15:54:26,Julia Ribeiro,4523778137,COMPLETED
4,2025-08-13T19:10:26,Bruna Costa,4523778137,COMPLETED
5,2025-08-13T18:03:26,Ana Lima,4523778137,COMPLETED
6,2025-08-13T20:48:26,Rafael Duarte,4523778137,COMPLETED
7,2025-08-13T22:59:26,Tiago Nunes,4523778137,COMPLETED
8,2025-08-13T20:14:26,Sofia Martins,4523778137,COMPLETED
9,2025-08-13T22:18:26,Marcos Oliveira,4523778137,NOT_COMPLETED
1,2025-10-08T15:20:44,Rafael Duarte,4597407206,COMPLETED
2,2025-10-08T14:53:44,Fábio Fernandes,4597407206,COMPLETED
3,2025-10-08T18:30:44,Kelly Santos,4597407206,NOT_COMPLETED
1,2025-09-14T02:08:18,Carla Mendes,4583865584,COMPLETED
2,2025-09-14T02:58:18,Fábio Fernandes,4583865584,COMPLETED
3,2025-09-14T05:06:18,Sofia Martins,4583865584,NOT_COMPLETED
1,2025-04-02T10:43:54,Fábio Fernandes,4575570893,COMPLETED
2,2025-04-02T10:53:54,Carla Mendes,4575570893,COMPLETED
3,2025-04-02T10:50:54,Fábio Fernandes,4575570893,COMPLETED
4,2025-04-02T15:35:54,Amanda Freitas,4575570893,COMPLETED
5,2025-04-02T11:26:54,Julia Ribeiro,4575570893,COMPLETED
6,2025-04-02T13:35:54,Paulo Henrique,4575570893,COMPLETED
7,2025-04-02T16:22:54,Caio Gonçalves,4575570893,COMPLETED
8,2025-04-02T16:59:54,Marcos Oliveira,4575570893,COMPLETED
9,2025-04-02T19:02:54,Ana Lima,4575570893,COMPLETED
10,2025-04-03T00:01:54,Daniel Souza,4575570893,NOT_COMPLETED
1,2025-05-21T14:00:13,Tiago Nunes,4518884951,COMPLETED
2,2025-05-21T15:31:13,Tiago Nunes,4518884951,COMPLETED
3,2025-05-21T17:51:13,Daniel Souza,4518884951,NOT_COMPLETED
1,2025-12-09T06:49:19,Paulo Henrique,4508046998,COMPLETED
2,2025-12-09T07:01:19,Kelly Santos,4508046998,COMPLETED
3,2025-12-09T07:00:19,Sofia Martins,4508046998,COMPLETED
4,2025-12-09T07:49:19,Amanda Freitas,4508046998,COMPLETED
5,2025-12-09T08:33:19,Tiago Nunes,4508046998,COMPLETED
6,2025-12-09T13:15:19,Daniel Souza,4508046998,COMPLETED
7,2025-12-09T10:59:19,Ana Lima,4508046998,COMPLETED
8,2025-12-09T08:01:19,Daniel Souza,4508046998,COMPLETED
9,2025-12-09T17:48:19,Caio Gonçalves,4508046998,NOT_COMPLETED
1,2025-02-21T12:11:13,Paulo Henrique,4526111365,COMPLETED
2,2025-02-21T13:24:13,Amanda Freitas,4526111365,COMPLETED
3,2025-02-21T15:07:13,Rafael Duarte,4526111365,COMPLETED
4,2025-02-21T17:26:13,Ana Lima,4526111365,COMPLETED
5,2025-02-21T15:24:13,Sofia Martins,4526111365,COMPLETED
6,2025-02-21T19:10:13,Daniel Souza,4526111365,COMPLETED
7,2025-02-21T14:29:13,Gabriel Rocha,4526111365,COMPLETED
8,2025-02-21T20:06:13,Amanda Freitas,4526111365,NOT_COMPLETED
1,2025-03-20T13:35:04,Amanda Freitas,4579393476,COMPLETED
2,2025-03-20T15:52:04,Caio Gonçalves,4579393476,COMPLETED
3,2025-03-20T15:20:04,Paulo Henrique,4579393476,NOT_COMPLETED
1,2025-12-12T17:32:00,Marcos Oliveira,4538102121,COMPLETED
2,2025-12-12T17:44:00,Kelly Santos,4538102121,COMPLETED
3,2025-12-12T18:17:00,Gabriel Rocha,4538102121,COMPLETED
4,2025-12-12T17:54:00,Daniel Souza,4538102121,COMPLETED
5,2025-12-12T22:22:00,Daniel Souza,4538102121,COMPLETED
6,2025-12-12T18:38:00,Marcos Oliveira,4538102121,COMPLETED
7,2025-12-12T22:45:00,Gabriel Rocha,4538102121,COMPLETED
8,2025-12-12T21:02:00,Ana Lima,4538102121,COMPLETED
9,2025-12-12T23:20:00,Tiago Nunes,4538102121,NOT_COMPLETED
1,2025-10-12T04:16:12,Daniel Souza,4540282143,COMPLETED
2,2025-10-12T03:11:12,Rafael Duarte,4540282143,COMPLETED
3,2025-10-12T04:10:12,Bruna Costa,4540282143,COMPLETED
4,2025-10-12T08:09:12,Ana Lima,4540282143,COMPLETED
5,2025-10-12T08:51:12,Sofia Martins,4540282143,COMPLETED
6,2025-10-12T10:13:12,Tiago Nunes,4540282143,COMPLETED
7,2025-10-12T10:36:12,Tiago Nunes,4540282143,COMPLETED
8,2025-10-12T08:05:12,Caio Gonçalves,4540282143,COMPLETED
9,2025-10-12T09:01:12,Tiago Nunes,4540282143,COMPLETED
10,2025-10-12T04:01:12,Daniel Souza,4540282143,NOT_COMPLETED
1,2025-12-09T08:48:15,Bruna Costa,4589135846,NOT_COMPLETED
1,2025-05-18T04:48:57,Marcos Oliveira,4532503195,COMPLETED
2,2025-05-18T03:59:57,Tiago Nunes,4532503195,COMPLETED
3,2025-05-18T04:15:57,Ana Lima,4532503195,COMPLETED
4,2025-05-18T06:39:57,Carla Mendes,4532503195,COMPLETED
5,2025-05-18T06:24:57,Carla Mendes,4532503195,COMPLETED
6,2025-05-18T08:57:57,Gabriel Rocha,4532503195,COMPLETED
7,2025-05-18T04:14:57,Sofia Martins,4532503195,COMPLETED
8,2025-05-18T06:27:57,Caio Gonçalves,4532503195,COMPLETED
9,2025-05-18T11:27:57,Gabriel Rocha,4532503195,NOT_COMPLETED
1,2025-02-28T01:00:22,Fábio Fernandes,4508681252,COMPLETED
2,2025-02-28T03:17:22,Daniel Souza,4508681252,COMPLETED
3,2025-02-28T04:21:22,Daniel Souza,4508681252,COMPLETED
4,2025-02-28T03:53:22,Caio Gonçalves,4508681252,COMPLETED
5,2025-02-28T03:33:22,Caio Gonçalves,4508681252,COMPLETED
6,2025-02-28T09:27:22,Paulo Henrique,4508681252,COMPLETED
7,2025-02-28T09:32:22,Sofia Martins,4508681252,NOT_COMPLETED
1,2025-08-08T18:44:42,Kelly Santos,4551523502,COMPLETED
2,2025-08-08T20:37:42,Tiago Nunes,4551523502,COMPLETED
3,2025-08-08T19:55:42,Sofia Martins,4551523502,COMPLETED
4,2025-08-08T19:45:42,Bruna Costa,4551523502,COMPLETED
5,2025-08-08T21:47:42,Ana Lima,4551523502,COMPLETED
6,2025-08-08T19:37:42,Kelly Santos,4551523502,COMPLETED
7,2025-08-09T03:57:42,Amanda Freitas,4551523502,COMPLETED
8,2025-08-09T02:53:42,Marcos Oliveira,4551523502,COMPLETED
9,2025-08-09T01:04:42,Amanda Freitas,4551523502,COMPLETED
10,2025-08-08T22:17:42,Julia Ribeiro,4551523502,COMPLETED
11,2025-08-09T00:29:42,Marcos Oliveira,4551523502,NOT_COMPLETED
1,2025-06-11T03:09:58,Julia Ribeiro,4557872008,COMPLETED
2,2025-06-11T05:13:58,Marcos Oliveira,4557872008,COMPLETED
3,2025-06-11T05:25:58,Carla Mendes,4557872008,COMPLETED
4,2025-06-11T03:17:58,Tiago Nunes,4557872008,COMPLETED
5,2025-06-11T05:45:58,Ana Lima,4557872008,COMPLETED
6,2025-06-11T11:25:58,Paulo Henrique,4557872008,COMPLETED
7,2025-06-11T03:14:58,Kelly Santos,4557872008,COMPLETED
8,2025-06-11T09:45:58,Tiago Nunes,4557872008,COMPLETED
9,2025-06-11T08:07:58,Daniel Souza,4557872008,COMPLETED
10,2025-06-11T04:45:58,Carla Mendes,4557872008,NOT_COMPLETED
1,2025-06-23T11:04:00,Sofia Martins,4536040387,NOT_COMPLETED
1,2025-10-13T21:21:03,Fábio Fernandes,4577720792,COMPLETED
2,2025-10-13T21:32:03,Fábio Fernandes,4577720792,NOT_COMPLETED
1,2025-04-22T03:48:47,Amanda Freitas,4544680219,COMPLETED
2,2025-04-22T04:52:47,Daniel Souza,4544680219,COMPLETED
3,2025-04-22T05:42:47,Caio Gonçalves,4544680219,COMPLETED
4,2025-04-22T06:18:47,Bruna Costa,4544680219,COMPLETED
5,2025-04-22T07:02:47,Fábio Fernandes,4544680219,COMPLETED
6,2025-04-22T05:48:47,Ana Lima,4544680219,COMPLETED
7,2025-04-22T11:24:47,Marcos Oliveira,4544680219,COMPLETED
8,2025-04-22T14:38:47,Bruna Costa,4544680219,COMPLETED
9,2025-04-22T11:30:47,Ana Lima,4544680219,NOT_COMPLETED
1,2025-03-09T19:21:51,Kelly Santos,4580866734,COMPLETED
2,2025-03-09T19:53:51,Sofia Martins,4580866734,COMPLETED
3,2025-03-09T18:40:51,Caio Gonçalves,4580866734,COMPLETED
4,2025-03-09T20:55:51,Carla Mendes,4580866734,COMPLETED
5,2025-03-09T20:42:51,Daniel Souza,4580866734,COMPLETED
6,2025-03-09T20:43:51,Fábio Fernandes,4580866734,COMPLETED
7,2025-03-10T01:49:51,Marcos Oliveira,4580866734,COMPLETED
8,2025-03-10T04:39:51,Julia Ribeiro,4580866734,COMPLETED
9,2025-03-09T22:19:51,Sofia Martins,4580866734,COMPLETED
10,2025-03-10T02:37:51,Fábio Fernandes,4580866734,NOT_COMPLETED
1,2025-04-19T02:58:54,Ana Lima,4548363600,NOT_COMPLETED
1,2025-11-05T17:26:38,Daniel Souza,4561679559,COMPLETED
2,2025-11-05T19:40:38,Rafael Duarte,4561679559,COMPLETED
3,2025-11-05T17:54:38,Carla Mendes,4561679559,COMPLETED
4,2025-11-05T21:34:38,Daniel Souza,4561679559,COMPLETED
5,2025-11-05T22:03:38,Tiago Nunes,4561679559,COMPLETED
6,2025-11-05T18:36:38,Julia Ribeiro,4561679559,COMPLETED
7,2025-11-05T20:41:38,Tiago Nunes,4561679559,COMPLETED
8,2025-11-06T01:02:38,Amanda Freitas,4561679559,NOT_COMPLETED
1,2025-12-10T12:29:59,Tiago Nunes,4540496656,COMPLETED
2,2025-12-10T14:06:59,Gabriel Rocha,4540496656,COMPLETED
3,2025-12-10T14:59:59,Paulo Henrique,4540496656,COMPLETED
4,2025-12-10T14:30:59,Marcos Oliveira,4540496656,NOT_COMPLETED
1,2025-01-24T08:03:50,Daniel Souza,4589323649,COMPLETED
2,2025-01-24T10:18:50,Paulo Henrique,4589323649,COMPLETED
3,2025-01-24T10:46:50,Caio Gonçalves,4589323649,COMPLETED
4,2025-01-24T10:54:50,Julia Ribeiro,4589323649,COMPLETED
5,2025-01-24T09:28:50,Ana Lima,4589323649,COMPLETED
6,2025-01-24T13:10:50,Bruna Costa,4589323649,COMPLETED
7,2025-01-24T11:49:50,Bruna Costa,4589323649,COMPLETED
8,2025-01-24T10:46:50,Fábio Fernandes,4589323649,COMPLETED
9,2025-01-24T10:58:50,Fábio Fernandes,4589323649,NOT_COMPLETED
1,2025-02-18T09:49:19,Amanda Freitas,4599623719,COMPLETED
2,2025-02-18T09:03:19,Ana Lima,4599623719,COMPLETED
3,2025-02-18T12:31:19,Daniel Souza,4599623719,COMPLETED
4,2025-02-18T10:07:19,Marcos Oliveira,4599623719,COMPLETED
5,2025-02-18T14:21:19,Fábio Fernandes,4599623719,COMPLETED
6,2025-02-18T15:19:19,Carla Mendes,4599623719,COMPLETED
7,2025-02-18T09:48:19,Tiago Nunes,4599623719,COMPLETED
8,2025-02-18T09:11:19,Rafael Duarte,4599623719,COMPLETED
9,2025-02-18T16:46:19,Carla Mendes,4599623719,COMPLETED
10,2025-02-18T21:31:19,Bruna Costa,4599623719,NOT_COMPLETED
1,2025-05-25T04:47:34,Rafael Duarte,4551135097,COMPLETED
2,2025-05-25T04:37:34,Rafael Duarte,4551135097,COMPLETED
3,2025-05-25T08:16:34,Kelly Santos,4551135097,NOT_COMPLETED
1,2025-09-09T16:00:04,Kelly Santos,4514708219,COMPLETED
2,2025-09-09T17:39:04,Amanda Freitas,4514708219,COMPLETED
3,2025-09-09T19:36:04,Sofia Martins,4514708219,COMPLETED
4,2025-09-09T19:23:04,Daniel Souza,4514708219,COMPLETED
5,2025-09-09T20:31:04,Sofia Martins,4514708219,COMPLETED
6,2025-09-09T20:45:04,Fábio Fernandes,4514708219,COMPLETED
7,2025-09-10T02:07:04,Paulo Henrique,4514708219,COMPLETED
8,2025-09-10T01:43:04,Kelly Santos,4514708219,NOT_COMPLETED
1,2025-01-02T00:06:40,Rafael Duarte,4585792349,COMPLETED
2,2025-01-02T01:12:40,Marcos Oliveira,4585792349,COMPLETED
3,2025-01-02T03:36:40,Kelly Santos,4585792349,NOT_COMPLETED
1,2025-11-12T19:37:52,Marcos Oliveira,4507658775,NOT_COMPLETED
1,2025-04-11T15:51:06,Carla Mendes,4578598522,COMPLETED
2,2025-04-11T15:24:06,Gabriel Rocha,4578598522,COMPLETED
3,2025-04-11T17:55:06,Sofia Martins,4578598522,COMPLETED
4,2025-04-11T20:14:06,Ana Lima,4578598522,COMPLETED
5,2025-04-11T19:51:06,Caio Gonçalves,4578598522,COMPLETED
6,2025-04-11T22:22:06,Rafael Duarte,4578598522,COMPLETED
7,2025-04-11T18:58:06,Marcos Oliveira,4578598522,COMPLETED
8,2025-04-11T16:06:06,Tiago Nunes,4578598522,COMPLETED
9,2025-04-11T22:52:06,Tiago Nunes,4578598522,COMPLETED
10,2025-04-12T02:56:06,Caio Gonçalves,4578598522,COMPLETED
11,2025-04-11T16:47:06,Marcos Oliveira,4578598522,COMPLETED
1,2025-02-24T12:29:52,Kelly Santos,4591950480,COMPLETED
2,2025-02-24T12:28:52,Fábio Fernandes,4591950480,COMPLETED
3,2025-02-24T13:31:52,Amanda Freitas,4591950480,COMPLETED
4,2025-02-24T14:44:52,Paulo Henrique,4591950480,COMPLETED
5,2025-02-24T14:51:52,Kelly Santos,4591950480,COMPLETED
6,2025-02-24T16:58:52,Caio Gonçalves,4591950480,COMPLETED
7,2025-02-24T17:13:52,Rafael Duarte,4591950480,COMPLETED
8,2025-02-24T12:12:52,Ana Lima,4591950480,COMPLETED
9,2025-02-24T12:28:52,Kelly Santos,4591950480,COMPLETED
10,2025-02-24T19:26:52,Amanda Freitas,4591950480,NOT_COMPLETED
1,2025-08-10T05:21:43,Marcos Oliveira,4554985848,COMPLETED
2,2025-08-10T05:34:43,Caio Gonçalves,4554985848,COMPLETED
3,2025-08-10T06:30:43,Bruna Costa,4554985848,COMPLETED
4,2025-08-10T08:52:43,Sofia Martins,4554985848,COMPLETED
5,2025-08-10T10:54:43,Fábio Fernandes,4554985848,COMPLETED
6,2025-08-10T07:06:43,Caio Gonçalves,4554985848,COMPLETED
7,2025-08-10T13:23:43,Daniel Souza,4554985848,COMPLETED
8,2025-08-10T09:20:43,Bruna Costa,4554985848,COMPLETED
9,2025-08-10T12:03:43,Paulo Henrique,4554985848,COMPLETED
10,2025-08-10T08:54:43,Kelly Santos,4554985848,COMPLETED
11,2025-08-10T16:41:43,Ana Lima,4554985848,NOT_COMPLETED
1,2025-07-08T13:21:59,Tiago Nunes,4553798496,COMPLETED
2,2025-07-08T13:46:59,Rafael Duarte,4553798496,COMPLETED
3,2025-07-08T13:06:59,Julia Ribeiro,4553798496,COMPLETED
4,2025-07-08T13:34:59,Fábio Fernandes,4553798496,COMPLETED
5,2025-07-08T16:12:59,Paulo Henrique,4553798496,COMPLETED
6,2025-07-08T14:48:59,Ana Lima,4553798496,COMPLETED
7,2025-07-08T17:01:59,Sofia Martins,4553798496,COMPLETED
8,2025-07-08T16:10:59,Fábio Fernandes,4553798496,NOT_COMPLETED
1,2025-08-26T00:19:27,Sofia Martins,4505939907,COMPLETED
2,2025-08-26T02:10:27,Daniel Souza,4505939907,COMPLETED
3,2025-08-25T23:55:27,Amanda Freitas,4505939907,COMPLETED
4,2025-08-26T01:42:27,Carla Mendes,4505939907,COMPLETED
5,2025-08-26T05:50:27,Daniel Souza,4505939907,COMPLETED
6,2025-08-26T02:46:27,Daniel Souza,4505939907,NOT_COMPLETED
1,2025-09-10T07:03:24,Gabriel Rocha,4552809578,COMPLETED
2,2025-09-10T05:58:24,Marcos Oliveira,4552809578,COMPLETED
3,2025-09-10T06:57:24,Gabriel Rocha,4552809578,COMPLETED
4,2025-09-10T09:56:24,Paulo Henrique,4552809578,COMPLETED
5,2025-09-10T10:06:24,Fábio Fernandes,4552809578,COMPLETED
6,2025-09-10T11:54:24,Kelly Santos,4552809578,COMPLETED
7,2025-09-10T11:05:24,Daniel Souza,4552809578,COMPLETED
8,2025-09-10T11:04:24,Fábio Fernandes,4552809578,COMPLETED
9,2025-09-10T10:33:24,Carla Mendes,4552809578,COMPLETED
10,2025-09-10T11:26:24,Caio Gonçalves,4552809578,COMPLETED
11,2025-09-10T07:37:24,Sofia Martins,4552809578,NOT_COMPLETED
1,2025-02-01T13:16:17,Sofia Martins,4572319080,COMPLETED
2,2025-02-01T13:32:17,Carla Mendes,4572319080,COMPLETED
3,2025-02-01T14:57:17,Amanda Freitas,4572319080,COMPLETED
4,2025-02-01T15:24:17,Gabriel Rocha,4572319080,COMPLETED
5,2025-02-01T19:53:17,Ana Lima,4572319080,COMPLETED
6,2025-02-01T16:06:17,Bruna Costa,4572319080,NOT_COMPLETED
1,2025-01-03T05:08:43,Amanda Freitas,4527653709,COMPLETED
2,2025-01-03T07:24:43,Tiago Nunes,4527653709,COMPLETED
3,2025-01-03T09:02:43,Sofia Martins,4527653709,COMPLETED
4,2025-01-03T06:16:43,Gabriel Rocha,4527653709,COMPLETED
5,2025-01-03T07:52:43,Carla Mendes,4527653709,NOT_COMPLETED
1,2025-05-18T21:05:56,Daniel Souza,4505061633,COMPLETED
2,2025-05-18T21:20:56,Bruna Costa,4505061633,COMPLETED
3,2025-05-18T23:06:56,Carla Mendes,4505061633,COMPLETED
4,2025-05-18T22:58:56,Sofia Martins,4505061633,COMPLETED
5,2025-05-19T03:18:56,Sofia Martins,4505061633,COMPLETED
6,2025-05-18T21:36:56,Caio Gonçalves,4505061633,COMPLETED
7,2025-05-19T06:06:56,Fábio Fernandes,4505061633,COMPLETED
8,2025-05-18T21:06:56,Paulo Henrique,4505061633,NOT_COMPLETED
1,2025-03-14T12:54:26,Ana Lima,4573014945,COMPLETED
2,2025-03-14T14:40:26,Caio Gonçalves,4573014945,COMPLETED
3,2025-03-14T16:07:26,Fábio Fernandes,4573014945,COMPLETED
4,2025-03-14T17:22:26,Ana Lima,4573014945,COMPLETED
5,2025-03-14T16:11:26,Paulo Henrique,4573014945,COMPLETED
6,2025-03-14T19:22:26,Ana Lima,4573014945,COMPLETED
7,2025-03-14T12:21:26,Carla Mendes,4573014945,COMPLETED
8,2025-03-14T19:38:26,Marcos Oliveira,4573014945,COMPLETED
9,2025-03-14T16:16:26,Paulo Henrique,4573014945,COMPLETED
10,2025-03-14T17:26:26,Julia Ribeiro,4573014945,NOT_COMPLETED
1,2025-07-26T09:36:41,Caio Gonçalves,4584588045,COMPLETED
2,2025-07-26T11:30:41,Rafael Duarte,4584588045,NOT_COMPLETED
1,2025-06-13T22:19:14,Julia Ribeiro,4546610920,COMPLETED
2,2025-06-14T00:47:14,Kelly Santos,4546610920,COMPLETED
3,2025-06-14T02:23:14,Rafael Duarte,4546610920,COMPLETED
